date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-10-20,26.25,28.17,27.42,26.02,177864.02,0.61,2.27,26.738,25.058,23.248,190983.88,164181.87,166488.85
2015-10-19,28.02,28.02,26.81,25.9,204776.89,-1.2,-4.28,26.308,24.469,22.982,194900.22,167096.04,172243.33
2015-10-16,27.9,28.75,28.01,27.11,240208.27,1.06,3.93,25.78,23.779,22.646,189434.36,155454.27,173536.96
2015-10-15,24.27,26.95,26.95,24.2,181358.08,2.45,10.0,24.746,23.015,22.221,166987.04,141991.77,169253.46
2015-10-14,24.88,25.0,24.5,24.02,150712.16,-0.77,-3.05,23.9,22.285,24.024,166807.09,138742.31,162197.62
2015-10-13,24.12,25.39,25.27,23.98,197445.69,1.1,4.55,23.378,22.018,25.971,137379.86,135494.04,157174.04
2015-10-12,22.75,24.48,24.17,22.66,177447.58,1.33,5.82,22.63,21.681,27.983,139291.86,129837.74,149875.2
2015-10-09,22.5,23.02,22.84,22.15,127971.7,0.12,0.53,21.778,21.486,29.787,121474.19,128822.82,143112.3
2015-10-08,21.68,23.2,22.72,21.6,180458.34,1.19,5.53,21.284,21.484,31.434,116996.5,137507.82,138871.18
2015-10-07,21.9,21.9,21.89,21.66,3576.0,0.36,1.67,20.67,21.418,32.881,110677.53,139034.51,131936.43
2015-09-30,19.93,21.9,21.53,19.46,207005.7,1.62,8.14,20.658,21.438,34.321,133608.22,168795.82,133532.5
2015-09-29,19.75,20.05,19.91,19.0,88359.21,-0.46,-2.26,20.732,21.495,36.055,120383.61,177390.62,125351.8
2015-09-28,19.2,20.6,20.37,19.2,105583.23,0.72,3.66,21.194,21.513,38.182,136171.44,191619.64,123796.26
2015-09-25,21.51,21.69,19.65,19.65,148863.5,-2.18,-9.99,21.684,21.426,40.002,158019.14,196515.16,121227.96
2015-09-24,22.11,22.85,21.83,21.5,118229.48,-0.07,-0.32,22.166,25.762,41.6,167391.49,185652.93,116126.13
2015-09-23,21.44,22.62,21.9,21.28,140882.62,-0.32,-1.44,22.218,29.923,43.348,203983.41,178854.03,111641.91
2015-09-22,22.99,23.56,22.22,22.0,167298.39,-0.6,-2.63,22.258,34.284,45.408,234397.62,169912.67,105781.84
2015-09-21,21.4,22.99,22.82,20.87,214821.69,0.76,3.44,21.832,38.088,47.802,247067.83,157401.77,99322.66
2015-09-18,22.49,22.61,22.06,20.41,195725.28,-0.03,-0.14,21.168,41.383,50.456,235011.18,140234.53,90963.55
2015-09-17,21.49,23.8,22.09,21.18,301189.09,-0.01,-0.04,29.358,44.343,53.318,203914.36,124838.35,83557.62
2015-09-16,20.0,22.1,22.1,18.35,292953.66,2.01,10.01,37.628,47.203,55.817,153724.66,98269.17,70977.86
2015-09-15,19.3,21.43,20.09,19.17,230649.44,0.59,3.03,46.31,50.614,58.717,105427.72,73312.99,58577.16
2015-09-14,20.74,21.4,19.5,18.9,154538.41,-1.5,-7.14,54.344,54.85,61.884,67735.72,55972.87,50350.03
2015-09-11,63.45,64.94,63.01,62.15,40241.19,-0.43,-0.68,61.598,58.577,65.046,45457.89,45940.77,45730.2
2015-09-10,63.35,64.3,63.44,61.3,50240.58,-2.07,-3.16,59.328,57.437,65.657,45762.35,46599.34,46133.05
2015-09-09,60.0,65.8,65.51,58.7,51468.99,5.25,8.71,56.778,56.772,66.355,42813.69,44429.78,47214.8
2015-09-08,55.9,60.88,60.26,52.18,42189.41,4.49,8.05,54.918,56.531,66.764,41198.25,41651.01,46395.48
2015-09-07,52.5,56.83,55.77,52.0,43149.3,4.11,7.96,55.356,57.516,67.101,44210.03,41243.55,45748.31
2015-09-02,47.0,55.48,51.66,46.85,41763.45,0.97,1.91,55.556,59.529,67.357,46423.64,41692.57,45066.36
2015-09-01,54.25,55.87,50.69,50.69,35497.31,-5.52,-9.82,55.546,62.292,67.944,47436.33,42276.89,45816.33
2015-08-31,60.0,61.78,56.21,56.21,43391.78,-6.24,-9.99,56.766,64.431,68.627,46045.86,43686.55,46587.96
2015-08-28,57.99,62.45,62.45,55.1,57248.33,5.68,10.01,58.144,66.819,68.742,42103.76,43841.34,46256.24
2015-08-27,54.5,56.77,56.77,52.2,54217.35,5.16,10.0,59.676,68.918,68.869,38277.07,44727.18,45500.34
2015-08-26,56.8,59.9,51.61,51.33,46826.87,-5.18,-9.12,63.502,71.515,69.615,36961.5,45519.63,45200.47
2015-08-25,56.79,61.0,56.79,56.79,28544.97,-6.31,-10.0,69.038,73.876,71.018,37117.46,45666.76,45895.12
2015-08-24,66.8,66.8,63.1,63.1,23681.29,-7.01,-10.0,72.096,75.938,72.012,41327.23,49999.83,47290.94
2015-08-21,73.08,75.87,70.11,69.5,38114.87,-5.79,-7.63,75.494,76.997,73.116,45578.92,51139.96,48657.8
2015-08-20,78.5,82.27,75.9,75.5,47639.52,-3.39,-4.28,78.16,76.685,74.343,51177.29,50253.07,49618.66
2015-08-19,67.33,79.29,79.29,67.33,47606.65,7.21,10.0,79.528,75.185,75.296,54077.77,48440.14,49657.48
2015-08-18,78.51,86.0,72.08,72.08,49593.84,-8.01,-10.0,78.714,73.596,75.824,54216.05,49355.77,49688.34
2015-08-17,81.0,81.6,80.09,77.1,44939.74,-3.35,-4.01,79.78,72.823,76.828,58672.43,49489.36,50432.08
2015-08-14,87.0,90.0,83.44,83.02,66106.69,0.7,0.85,78.5,70.664,77.294,56701.0,48671.13,52013.76
2015-08-13,74.43,82.74,82.74,74.4,62141.91,7.52,10.0,75.21,68.82,77.689,49328.84,46273.51,52410.03
2015-08-12,75.8,78.6,75.22,74.7,48298.09,-2.19,-2.83,70.842,67.715,77.704,42802.51,44881.3,53167.05
2015-08-11,77.0,80.96,77.41,76.0,71875.72,3.72,5.05,68.478,68.159,77.717,44495.49,46123.49,51489.73
2015-08-10,70.98,73.69,73.69,70.82,35082.57,6.7,10.0,65.866,68.085,78.041,40306.3,44582.06,48794.54
2015-08-07,62.0,66.99,66.99,61.85,29245.93,6.09,10.0,62.828,69.235,78.169,40641.27,46175.63,47735.95
2015-08-06,60.0,62.95,60.9,58.95,29510.25,-2.5,-3.94,62.43,72.001,78.285,43218.18,48984.26,46617.73
2015-08-05,66.39,67.0,63.4,60.0,56763.0,-0.95,-1.48,64.588,75.406,78.392,46960.08,50874.82,46359.11
2015-08-04,59.1,64.35,64.35,58.81,50929.74,5.85,10.0,67.84,78.051,78.086,47751.49,50020.91,50021.32
2015-08-03,62.03,62.92,58.5,58.5,36757.45,-6.5,-10.0,70.304,80.834,78.052,48857.81,51374.8,47486.93
2015-07-31,67.99,70.78,65.0,64.52,42130.45,-6.69,-9.33,75.642,83.924,78.663,51709.99,55356.38,46516.31
2015-07-30,78.99,78.99,71.69,71.69,48219.76,-7.97,-10.01,81.572,86.558,79.342,54750.33,58546.54,45359.61
2015-07-29,78.6,80.39,79.66,69.0,60720.05,2.99,3.9,86.224,87.693,80.124,54789.57,61452.81,43867.22
2015-07-28,76.98,84.84,76.67,76.67,56461.35,-8.52,-10.0,88.262,87.276,80.992,52290.33,56855.96,42090.84
2015-07-27,92.55,98.9,85.19,85.19,51018.34,-9.46,-9.99,91.364,87.997,82.548,53891.79,53007.03,41097.64
2015-07-24,94.5,101.77,94.65,91.66,57332.16,-0.3,-0.32,92.206,87.103,83.19,59002.78,49296.27,38687.72
2015-07-23,89.7,96.88,94.95,88.0,48415.93,5.1,5.68,91.544,84.57,83.902,62342.75,44251.21,36040.12
2015-07-22,91.5,93.93,89.85,85.32,48223.89,-2.33,-2.53,89.162,81.377,85.205,68116.05,41843.4,34369.55
2015-07-21,88.22,95.8,92.18,83.5,64468.64,2.78,3.11,86.29,78.121,87.377,61421.59,50021.73,32306.16
2015-07-20,90.0,94.6,89.4,86.51,76573.28,-1.94,-2.12,84.63,75.269,89.612,52122.26,43599.07,29623.11
2015-07-17,86.0,91.34,91.34,83.33,74032.03,8.3,9.99,82.0,73.402,91.892,39589.76,37676.24,26098.69
2015-07-16,67.94,83.04,83.04,67.94,77282.41,7.55,10.0,77.596,72.127,94.374,26159.67,32172.68,22874.59
2015-07-15,83.2,87.0,75.49,75.49,14751.59,-8.39,-10.0,73.592,72.555,97.613,15570.74,26281.63,19924.01
2015-07-14,83.8,83.88,83.88,79.0,17971.99,7.63,10.01,69.952,74.708,100.989,38621.87,27325.71,19875.0
2015-07-13,76.25,76.25,76.25,73.0,13910.79,6.93,10.0,65.908,77.1,103.997,35075.87,29188.25,19505.07
2015-07-10,66.11,69.32,69.32,65.0,6881.57,6.3,10.0,64.804,79.276,108.186,35762.71,28079.18,19146.4
2015-07-09,51.56,63.02,63.02,51.56,24337.77,5.73,10.0,66.658,83.234,112.825,38185.68,27829.02,19174.66
2015-07-08,57.29,67.14,57.29,57.29,130007.23,-6.37,-10.01,71.518,89.032,117.924,36992.52,26895.71,18357.33
2015-07-07,63.66,63.66,63.66,63.66,242.0,-7.07,-10.0,79.464,96.633,123.184,16029.55,14590.6,12309.38
2015-07-06,82.9,84.9,70.73,70.73,17345.0,-7.86,-10.0,88.292,103.954,127.559,23300.64,15647.16,13037.87
2015-07-03,78.59,82.5,78.59,78.59,18996.4,-8.73,-10.0,93.748,110.381,132.077,20395.64,14521.15,12652.34
2015-07-02,87.32,94.0,87.32,87.32,18371.96,-9.7,-10.0,99.81,116.622,136.672,17472.36,13576.5,12685.08
2015-07-01,106.0,112.0,97.02,97.02,25192.39,-10.78,-10.0,106.546,122.672,140.825,16798.9,13566.39,12435.44
2015-06-30,88.21,107.81,107.8,88.21,36597.44,9.79,9.99,113.802,127.27,143.718,13151.65,12424.29,11934.95
2015-06-29,101.0,105.0,98.01,98.01,2820.0,-10.89,-10.0,119.616,130.893,145.368,7993.68,9821.89,10643.22
2015-06-26,115.0,115.0,108.9,108.9,4380.0,-12.1,-10.0,127.014,137.095,146.868,8646.65,10213.63,11472.12
2015-06-25,133.11,135.0,121.0,119.97,15004.65,-12.3,-9.23,133.434,142.416,147.523,9680.65,10520.31,12141.18
2015-06-24,134.0,139.0,133.3,130.11,6956.15,-3.57,-2.61,138.798,146.816,147.818,10333.89,9818.96,12054.75
2015-06-23,135.5,139.0,136.87,121.52,10807.6,1.87,1.39,140.738,149.736,147.393,11696.93,10028.16,12158.37
2015-06-19,136.0,140.3,135.0,131.05,6084.87,-6.0,-4.25,142.17,151.164,146.222,11650.11,10428.58,12062.92
2015-06-18,143.77,148.0,141.0,134.35,9549.97,-6.82,-4.61,147.176,153.773,145.274,11780.6,10783.54,12471.04
2015-06-17,139.58,151.3,147.82,130.85,18270.87,4.82,3.37,151.398,156.723,144.231,11359.97,11793.66,12538.59
2015-06-16,130.29,143.97,143.0,130.29,13771.33,-1.03,-0.71,154.834,158.978,142.969,9304.03,11304.49,12366.64
2015-06-15,159.99,160.0,144.03,144.03,10573.5,-16.0,-10.0,158.734,160.166,141.567,8359.39,11445.61,12614.22
2015-06-12,162.5,163.0,160.03,152.55,6737.34,-2.08,-1.28,160.158,159.843,139.59,9207.05,11464.55,13247.38
2015-06-11,162.75,169.65,162.11,159.04,7446.82,-2.89,-1.75,160.37,156.64,136.339,9786.48,12730.61,13736.04
2015-06-10,158.01,170.18,165.0,158.01,7991.16,2.5,1.54,162.048,152.629,132.803,12227.35,13762.05,14376.97
2015-06-09,152.0,163.49,162.5,145.01,9048.15,11.35,7.51,163.122,148.82,129.528,13304.95,14290.53,14757.76
2015-06-08,159.65,159.65,151.15,144.98,14811.77,-9.94,-6.17,161.598,145.05,126.752,14531.83,14288.58,15255.13
2015-06-05,170.0,179.0,161.09,159.4,9634.51,-9.41,-5.52,159.528,141.28,124.204,13722.05,13697.26,15820.87
2015-06-04,178.38,181.72,170.5,153.33,19651.16,0.13,0.08,152.91,136.774,120.853,15674.73,14158.54,16665.38
2015-06-03,159.79,170.37,170.37,158.88,13379.15,15.49,10.0,143.21,131.739,116.605,15296.76,13283.51,16678.92
2015-06-02,143.91,154.88,154.88,143.91,15182.57,14.08,10.0,134.518,126.96,111.974,15276.11,13428.8,17442.37
2015-06-01,132.0,140.8,140.8,128.0,10762.85,12.8,10.0,128.502,122.967,107.927,14045.32,13782.83,18145.18
2015-05-29,122.0,128.0,128.0,109.85,19397.91,6.0,4.92,123.032,119.337,104.247,13672.47,15030.21,18747.32
2015-05-28,125.0,129.4,122.0,117.0,17761.31,-4.81,-3.79,120.638,116.037,100.902,12642.35,14741.47,18930.8
2015-05-27,131.18,133.99,126.91,117.93,13275.93,2.11,1.69,120.268,112.977,97.69,11270.26,14991.89,18881.95
2015-05-26,113.04,124.8,124.8,113.0,9028.61,11.35,10.0,119.402,110.236,94.116,11581.48,15224.98,19270.12
2015-05-25,110.98,117.47,113.45,108.44,8898.57,-2.58,-2.22,117.432,108.455,90.846,13520.33,16221.69,20073.47
2015-05-22,123.0,123.0,116.03,111.8,14247.35,-4.12,-3.43,115.642,107.128,87.982,16387.95,17944.48,20613.98
2015-05-21,119.28,132.39,120.15,118.0,10900.85,-2.43,-1.98,111.436,104.933,84.959,16840.59,19172.21,20540.42
2015-05-20,114.95,126.45,122.58,107.0,14832.04,7.63,6.64,105.686,101.471,81.714,18713.52,20074.33,20795.29
2015-05-19,108.0,114.95,114.95,100.0,18722.84,10.45,10.0,101.07,96.988,78.333,18868.47,21455.94,20959.08
2015-05-18,93.55,104.5,104.5,93.54,23236.69,9.5,10.0,99.478,92.886,75.211,18923.05,22507.54,20967.38
2015-05-15,90.88,98.49,95.0,89.56,16510.51,3.6,3.94,98.614,89.157,72.828,19501.01,22464.44,20443.22
2015-05-14,96.13,99.5,91.4,91.0,20265.52,-8.1,-8.14,98.43,85.767,70.941,21503.84,23120.12,20057.52
2015-05-13,102.0,107.0,99.5,98.0,15606.81,-7.49,-7.0,97.256,82.402,69.225,21435.14,22772.01,19830.77
2015-05-12,100.47,107.5,106.99,95.95,18995.71,6.81,6.8,92.906,77.996,67.34,24043.41,23315.25,19697.69
2015-05-11,94.08,103.48,100.18,91.0,26126.49,6.1,6.48,86.294,73.237,65.163,26092.04,23925.26,19631.37
2015-05-08,87.24,94.08,94.08,87.24,26524.65,8.55,10.0,79.7,68.836,63.114,25427.86,23283.49,19290.63
2015-05-07,76.98,85.53,85.53,74.0,19922.05,7.78,10.01,73.104,64.985,61.186,24736.41,21908.64,19122.87
2015-05-06,74.0,81.32,77.75,73.96,28648.15,3.82,5.17,67.548,61.957,59.811,24108.88,21516.24,20354.32
2015-05-05,72.88,73.93,73.93,70.25,29238.84,6.72,10.0,63.086,59.678,58.612,22587.09,20462.23,20137.38
2015-05-04,62.61,67.21,67.21,61.16,22805.63,6.11,10.0,60.18,57.535,57.584,21758.48,19427.22,19706.71
2015-04-30,58.1,61.99,61.1,57.08,23067.38,3.35,5.8,57.972,56.499,56.968,21139.11,18422.01,19561.96
2015-04-29,56.19,58.99,57.75,54.21,16784.41,2.31,4.17,56.866,56.114,56.607,19080.86,16994.92,19271.12
2015-04-28,58.88,59.98,55.44,55.18,21039.21,-3.96,-6.67,56.366,56.049,56.409,18923.6,16889.53,19818.92
2015-04-27,57.1,61.79,59.4,57.1,25095.77,3.23,5.75,56.27,56.684,56.225,18337.36,16080.12,20039.07
2015-04-24,55.09,57.5,56.17,54.72,19708.77,0.6,1.08,54.89,57.089,56.01,17095.95,15337.47,21098.42
2015-04-23,55.25,57.6,55.57,54.63,12776.15,0.32,0.58,55.026,57.392,55.852,15704.91,15297.78,21920.6
2015-04-22,53.79,58.02,55.25,53.51,15998.1,0.29,0.53,55.362,57.387,56.019,14908.97,16337.11,23594.21
2015-04-21,52.53,55.43,54.96,52.52,18108.0,2.46,4.69,55.732,57.664,56.204,14855.47,19192.4,25388.01
2015-04-20,56.8,58.27,52.5,51.5,18888.75,-4.35,-7.65,57.098,57.546,56.135,13822.88,19812.54,26191.92
2015-04-17,58.39,58.73,56.85,54.52,12753.55,-0.4,-0.7,59.288,57.633,55.946,13578.99,19986.2,25898.52
2015-04-16,55.63,59.83,57.25,55.55,8796.45,0.15,0.26,59.758,57.436,55.502,14890.65,20701.9,25972.35
2015-04-15,61.79,62.9,57.1,56.0,15730.58,-4.69,-7.59,59.412,57.099,55.088,17765.24,21547.33,26599.54
2015-04-14,62.18,64.48,61.79,61.0,12945.06,-1.66,-2.62,59.596,56.768,54.708,23529.34,22748.3,26938.7
2015-04-13,58.98,64.78,63.45,57.0,17669.32,4.25,7.18,57.994,55.766,53.989,25802.19,23998.02,27233.96
2015-04-10,54.9,60.55,59.2,54.9,19311.85,3.68,6.63,55.978,54.931,53.116,26393.4,26859.38,27185.12
2015-04-09,57.5,57.78,55.52,53.0,23169.41,-2.5,-4.31,55.114,54.312,52.456,26513.15,28543.41,27264.98
2015-04-08,53.79,59.16,58.02,53.78,44551.05,4.24,7.88,54.786,54.65,51.939,25329.42,30851.31,27108.95
2015-04-07,53.3,54.53,53.78,53.0,24309.34,0.41,0.77,53.94,54.743,51.443,21967.26,31583.62,25741.93
2015-04-03,54.76,54.76,53.37,53.0,20625.34,-1.51,-2.75,53.538,54.724,51.067,22193.84,32571.31,25202.2
2015-04-02,53.43,55.75,54.88,53.43,19910.63,1.0,1.86,53.884,54.259,50.704,27325.35,31810.84,25248.92
2015-04-01,53.6,55.6,53.88,52.86,17250.74,0.09,0.17,53.51,53.568,50.31,30573.67,31242.79,25378.9
2015-03-31,51.66,55.0,53.79,50.61,27740.27,2.02,3.9,54.514,53.077,49.851,36373.2,31651.74,25632.49
2015-03-30,52.9,54.6,51.77,51.0,25442.23,-3.33,-6.04,55.546,52.647,49.443,41199.98,31129.1,25540.81
2015-03-27,52.4,55.96,55.1,49.5,46282.9,2.09,3.94,55.91,52.211,49.169,42948.78,30469.89,25651.61
2015-03-26,58.0,58.59,53.01,53.01,36152.21,-5.89,-10.0,54.634,51.301,48.739,36296.33,27510.87,24931.85
2015-03-25,61.28,61.58,58.9,56.01,46248.38,-0.05,-0.09,53.626,50.6,48.223,31911.91,25986.54,25045.96
2015-03-24,53.76,58.95,58.95,53.76,51874.19,5.36,10.0,51.64,49.227,47.371,26930.29,23366.59,23508.4
2015-03-23,48.66,53.59,53.59,47.56,34186.22,4.87,10.0,49.748,48.142,46.328,21058.21,19900.23,20987.14
2015-03-20,47.71,49.87,48.72,47.53,13020.66,0.75,1.56,48.512,47.41,45.551,17991.01,17833.09,20581.77
2015-03-19,48.9,49.44,47.97,47.3,14230.12,-1.0,-2.04,47.968,47.148,44.932,18725.41,18687.01,20602.8
2015-03-18,49.0,49.89,48.97,47.6,21340.25,-0.52,-1.05,47.574,47.051,44.328,20061.17,19515.01,20815.4
2015-03-17,47.41,50.0,49.49,46.5,22513.79,2.08,4.39,46.814,46.624,43.625,19802.9,19613.23,20317.92
2015-03-16,46.0,48.49,47.41,45.93,18850.23,1.41,3.06,46.536,46.238,42.909,18742.26,19952.52,20210.45
2015-03-13,45.99,46.46,46.0,45.4,16692.67,0.0,0.0,46.308,46.127,42.209,17675.16,20833.33,20098.09
2015-03-12,44.65,47.46,46.0,44.58,20908.92,0.83,1.84,46.328,46.177,41.554,18648.6,22352.84,20044.67
2015-03-11,47.5,48.0,45.17,44.9,20048.9,-2.93,-6.09,46.528,45.845,40.977,18968.85,24105.38,20383.09
2015-03-10,46.27,48.27,48.1,45.02,17210.57,1.83,3.96,46.434,45.514,40.464,19423.56,23650.21,20874.76
2015-03-09,45.1,47.6,46.27,44.7,13514.76,0.17,0.37,45.94,44.513,39.698,21162.78,22074.05,21056.67
2015-03-06,46.51,47.49,46.1,44.9,21559.85,-0.9,-1.92,45.946,43.691,39.027,23991.49,23330.46,21608.99
2015-03-05,44.7,47.27,47.0,43.4,22510.15,2.3,5.14,46.026,42.716,38.255,26057.07,22518.59,21711.81
2015-03-04,45.22,46.33,44.7,43.9,22322.48,-0.93,-2.04,45.162,41.605,37.373,29241.9,22115.79,23256.17
2015-03-03,45.79,47.8,45.63,44.9,25906.67,-0.67,-1.45,44.594,40.625,36.763,27876.85,21022.61,23156.34
2015-03-02,46.08,48.46,46.3,45.15,27658.32,-0.2,-0.43,43.086,39.58,36.107,22985.32,20468.39,23617.52
2015-02-27,42.1,46.79,46.5,41.53,31887.75,3.82,8.95,41.436,38.29,35.407,22669.43,19362.85,23805.19
2015-02-26,43.9,44.12,42.68,41.87,38434.3,0.82,1.96,39.406,36.93,34.621,18980.11,17736.51,23348.55
2015-02-25,39.1,41.86,41.86,39.0,15497.23,3.81,10.01,38.048,36.109,34.018,14989.68,16660.8,22876.17
2015-02-24,38.15,38.2,38.09,37.11,1449.0,0.04,0.1,36.656,35.413,33.493,14168.37,18099.31,23589.44
2015-02-17,37.1,38.8,38.05,37.1,26078.85,1.7,4.68,36.074,34.884,33.14,17951.45,20039.3,25961.97
2015-02-16,36.0,36.59,36.35,35.53,13441.16,0.46,1.28,35.144,34.362,32.792,16056.27,19887.53,27592.65
2015-02-13,34.9,36.2,35.89,34.58,18482.16,0.99,2.84,34.454,33.794,32.403,16492.91,20905.03,30438.29
2015-02-12,34.98,35.48,34.9,34.3,11390.67,-0.28,-0.8,34.17,33.141,31.998,18331.92,24396.55,31767.56
2015-02-11,33.0,35.52,35.18,33.0,20364.41,1.78,5.33,34.17,32.901,31.568,22030.26,25290.06,32575.68
2015-02-10,32.68,33.44,33.4,32.0,16602.94,0.5,1.52,33.694,32.634,31.099,22127.15,26766.66,32669.76
2015-02-09,34.0,35.09,32.9,32.52,15624.36,-1.57,-4.55,33.58,32.524,30.746,23718.79,28247.53,33739.73
2015-02-06,34.8,35.69,34.47,33.88,27677.22,-0.43,-1.23,33.134,32.311,30.351,25317.16,28960.59,34514.66
2015-02-05,32.9,35.0,34.9,32.5,29882.36,2.1,6.4,32.112,31.926,29.941,30461.18,29091.54,34646.12
2015-02-04,32.65,33.8,32.8,32.5,20848.85,-0.03,-0.09,31.632,31.573,29.525,28549.87,29079.56,34956.1
2015-02-03,30.72,33.0,32.83,30.38,24561.15,2.16,7.04,31.574,31.396,29.202,31406.17,31884.64,35243.25
2015-02-02,29.01,30.7,30.67,28.66,23616.2,1.31,4.46,31.468,31.222,28.899,32776.28,35297.77,36106.69
2015-01-30,32.3,32.3,29.36,29.25,53397.33,-3.14,-9.66,31.488,31.011,28.632,32604.02,39971.55,36303.6
2015-01-29,32.2,33.17,32.5,31.98,20325.81,-0.01,-0.03,31.74,30.855,28.479,27721.9,39138.57,34498.63
2015-01-28,32.4,33.98,32.51,32.1,35130.36,0.21,0.65,31.514,30.235,28.141,29609.25,39861.29,34577.87
2015-01-27,30.49,32.53,32.3,30.48,31411.69,1.53,4.97,31.218,29.565,27.822,32363.1,38572.87,34001.88
2015-01-26,30.98,31.27,30.77,30.7,22754.93,0.15,0.49,30.976,28.968,27.568,37819.25,39231.93,33468.37
2015-01-23,31.44,31.85,30.62,30.3,28986.69,-0.75,-2.39,30.534,28.39,27.418,47339.08,40068.74,33829.72
2015-01-22,30.88,31.99,31.37,30.5,29762.59,0.34,1.1,29.97,27.955,27.272,50555.25,40200.71,34044.81
2015-01-21,30.8,31.58,31.03,30.15,48899.61,-0.06,-0.19,28.956,27.476,27.025,50113.32,40832.63,33852.85
2015-01-20,28.56,31.12,31.09,28.56,58692.44,2.53,8.86,27.912,27.008,26.773,44782.64,38601.86,34038.2
2015-01-19,27.1,29.6,28.56,26.93,70354.07,0.76,2.73,26.96,26.576,26.663,40644.61,36915.62,32894.11
2015-01-16,26.24,28.3,27.8,26.23,45067.52,1.5,5.7,26.246,26.253,26.744,32798.4,32635.64,31255.52
2015-01-15,25.97,26.97,26.3,25.77,27552.98,0.49,1.9,25.94,26.103,26.86,29846.17,29858.7,30635.96
2015-01-14,26.3,26.35,25.81,25.71,22246.19,-0.52,-1.98,25.996,26.046,27.092,31551.94,29294.45,31198.36
2015-01-13,25.0,26.64,26.33,24.5,38002.28,1.34,5.36,26.104,26.078,27.405,32421.08,29430.89,33193.4
2015-01-12,26.01,26.29,24.99,24.9,31123.02,-1.28,-4.87,26.192,26.167,27.641,33186.62,27704.81,33907.37
